filename,title,feature,role
./help/marketo-measure-data-warehouse/data-warehouse-access-direct-share.md,Data Warehouse Access - Direct Share,Data Warehouse,
./help/marketo-measure-data-warehouse/data-warehouse-schema.md,Data Warehouse Schema,Data Warehouse,
./help/bi-report-templates/marketo-measure-report-template-power-bi.md,"""[!DNL Marketo Measure] Report Template - Power BI""",Reporting,
./help/bi-report-templates/marketo-measure-report-template-tableau.md,"""[!DNL Marketo Measure] Report Template - Tableau""",Reporting,
./help/security-and-compliance/compliance-related-resources/discover-data-download-access-control.md,"""[!UICONTROL Discover Data Download] Access Control""",Discover,
./help/security-and-compliance/compliance-related-resources/ensuring-consent-for-gdpr-in-marketo-measure-js.md,Ensuring Consent for GDPR in Marketo Measure Js,Tracking,
./help/security-and-compliance/compliance-related-resources/security-session-restrictions-ip-addresses-to-allowlist.md,Security Session Restrictions - IP Addresses to Allowlist,Tracking,
./help/marketo-measure-ultimate/marketo-measure-ultimate-overview.md,'[!DNL Marketo Measure] Ultimate Overview',"Integration, Tracking, Attribution",
./help/miscellaneous/other-related-resources/marketo-measure-maintenance.md,"""[!DNL Marketo Measure] Maintenance""",Tracking,
./help/miscellaneous/other-related-resources/marketo-measure-resource-list.md,"""[!DNL Marketo Measure] Resource List""",Fundamentals,
./help/miscellaneous/other-related-resources/call-tracking-integration.md,Call Tracking Integration,"Tracking, Integration",
./help/miscellaneous/other-related-resources/difference-between-a-google-analytics-conversion-and-a-buyer-touchpoint.md,Difference between a Google Analytics Conversion and a Buyer Touchpoint,Touchpoints,
./help/miscellaneous/other-related-resources/email-tracking-parameter.md,Email Tracking Parameter,Tracking,
./help/miscellaneous/other-related-resources/granting-salesforce-access-to-marketo-measure-support.md,Granting [!DNL Salesforce] Access to Marketo Measure Support,Salesforce,
./help/miscellaneous/other-related-resources/privacy-requests.md,Privacy Requests,"APIs, Tracking",
./help/miscellaneous/other-related-resources/remove-marketo-measure-tracking-parameters-from-the-landing-page-url-in-google-analytics.md,Remove [!DNL Marketo Measure] Tracking Parameters from the Landing Page URL in Google Analytics,Tracking,
./help/miscellaneous/other-related-resources/transitioning-to-marketo-measure-from-full-circle.md,Transitioning to [!DNL Marketo Measure] from Full Circle,"Attribution, Fundamentals",
./help/release-notes/current.md,Current Release Notes,Release Notes,
